,organization_id,name,users.TOTAL,territories,percent
3259,3891,Association Aquarel,1.0,95,0.06172839506172839
15,30,Association Addictions France en Gironde (anciennement Anpaa 33),1.0,33,0.06172839506172839
774,1012,Association BelleVille,1.0,75,0.06172839506172839
700,929,Croix-Rouge française du Bas-Rhin,1.0,67,0.06172839506172839
3256,3888,Mission locale de la Plaine de France,1.0,77,0.06172839506172839
824,1068,Ayyem Zamen | Café Social Belleville,1.0,75,0.06172839506172839
84,103,Mairie du Bouscat,1.0,33,0.06172839506172839
704,933,Horizon Amitié,1.0,67,0.06172839506172839
706,935,SOS Femmes Solidarité,1.0,67,0.06172839506172839
822,1066,"Aux Captifs, La Libération | Antenne de Paris Centre",1.0,75,0.06172839506172839
3258,3890,Mission locale du Provinois,1.0,77,0.06172839506172839
821,1065,"Aux Captifs, la Libération | Antenne de Paris 12 (Immaculée Conception)",1.0,75,0.06172839506172839
820,1064,"Aux Captifs, la Libération | Accueil Sainte Rita/Bakhita (Chapelle Sainte Rita)",1.0,75,0.06172839506172839
708,937,Association Accueil Sans Frontières (ASF 67),1.0,67,0.06172839506172839
31,50,Mairie de Pauillac,1.0,33,0.06172839506172839
3842,4511,CCAS de Louvres,1.0,95,0.06172839506172839
709,938,Strasbourg Action Solidarité,1.0,67,0.06172839506172839
817,1059,Aurore | Restaurant social Santeuil,1.0,75,0.06172839506172839
3275,3907,France Services,1.0,94,0.06172839506172839
3315,3951,Mission Locale EST 06,1.0,06,0.06172839506172839
826,1070,Bagagerie 20,1.0,75,0.06172839506172839
714,943,Ordre de Malte,1.0,67,0.06172839506172839
3267,3899,Association Coeurs en Couleurs 77,1.0,77,0.06172839506172839
725,954,ACAT (Action des chrétiens pour l'abolition de la torture),1.0,75,0.06172839506172839
726,955,ACB (Association de culture berebère),1.0,75,0.06172839506172839
22,40,Mairie du Haillan,1.0,33,0.06172839506172839
791,1031,Association La Table Ouverte,1.0,75,0.06172839506172839
3744,4406,Petite enfance - Mairie de Pont Saint Martin,1.0,44,0.06172839506172839
797,1037,Association Onze Mille Potes,1.0,75,0.06172839506172839
730,959,Accueil Laghouat,1.0,75,0.06172839506172839
731,960,Accueil Solidarité Saint Augustin,1.0,75,0.06172839506172839
3745,4407,Inseraction 76,1.0,76,0.06172839506172839
3747,4409,Les pâtes au beurre,1.0,44,0.06172839506172839
792,1032,MAG Jeunes LGBT+,1.0,75,0.06172839506172839
66,85,Mairie de Creon,1.0,33,0.06172839506172839
737,971,ADSF,1.0,75,0.06172839506172839
793,1033,Association Les Amis de la Bienvenue,1.0,75,0.06172839506172839
796,1036,Association Nationale de Réadaptation Sociale,1.0,75,0.06172839506172839
735,969,ADIL 75,1.0,75,0.06172839506172839
787,1027,Association Inser-Asaf,1.0,75,0.06172839506172839
3859,4528,Clef Job ,1.0,78,0.06172839506172839
739,974,AFIF (Association pour la formation et l'intégration des familles ),1.0,75,0.06172839506172839
719,948,Association Foyer Notre Dame,1.0,67,0.06172839506172839
716,945,Association d'Accueil et d'Hébergement pour les Jeunes,1.0,67,0.06172839506172839
806,1046,"ATMF, Dom’Asile, ELENA, le GISTI et la CIMADE",1.0,75,0.06172839506172839
3736,4398,Conférence Saint Jean Baptiste Saint Nicolas - Société Saint-Vincent de Paul,1.0,94,0.06172839506172839
3264,3896,ACT UP PARIS,1.0,75,0.06172839506172839
804,1044,Ateliers Pluriculturels,1.0,75,0.06172839506172839
717,946,Pôle emploi,1.0,67,0.06172839506172839
803,1043,Association Solidarité Roquette,1.0,75,0.06172839506172839
3754,4416,Maison de Justice et du Droit Etampes,1.0,91,0.06172839506172839
3312,3948,CCAS de Cannes (06),1.0,06,0.06172839506172839
3753,4415,SCALIS - POLYLOGIS,1.0,36,0.06172839506172839
802,1042,ESI Georgette Agutte,1.0,75,0.06172839506172839
27,45,Bibliothèque municipale de Parempuyre,1.0,33,0.06172839506172839
20,35,ASTI,1.0,33,0.06172839506172839
722,951,Équipes Saint Vincent Permanence Oberkampf,1.0,75,0.06172839506172839
21,37,Bibliothèques de Mérignac,1.0,33,0.06172839506172839
3857,4526,Le P'tit Coup De Pouce,1.0,91,0.06172839506172839
3768,4430,Solépi 76,1.0,76,0.06172839506172839
819,1062,"Aux captifs, la libération | Accueil Lazarre",1.0,75,0.06172839506172839
3837,4506,Centre de santé Human Santé,1.0,34,0.06172839506172839
835,1083,CAARUD Charonne 10 - Centre Beaurepaire,1.0,75,0.06172839506172839
92,112,CCAS de Martignas sur Jalles,1.0,33,0.06172839506172839
3281,3913,Coup de Pouce (06),1.0,06,0.06172839506172839
3722,4382,Combo 77,1.0,77,0.06172839506172839
3779,4441,Pôle psychiatrique du Centre hospitalier de Chateauroux-Le Blanc,1.0,36,0.06172839506172839
3782,4444,ENVIE Trappes,1.0,78,0.06172839506172839
772,1010,Association Autremonde,1.0,75,0.06172839506172839
3826,4495,Du Pain & des Roses - Paris,1.0,75,0.06172839506172839
3835,4504,AMT Arc en ciel,1.0,34,0.06172839506172839
36,55,Mairie de Bruges,1.0,33,0.06172839506172839
763,1000,ASILE | Association Parabole,1.0,75,0.06172839506172839
771,1009,Association Science Technologie Société -ASTS,1.0,75,0.06172839506172839
834,1082,CAARUD Boréal,1.0,75,0.06172839506172839
682,911,Communauté de paroisses Catholiques,1.0,67,0.06172839506172839
684,913,Association Tremplin Neuhof,1.0,67,0.06172839506172839
3783,4445,Association Perspectiv...Emploi,1.0,77,0.06172839506172839
3251,3881,MSA Provence Azur (06),1.0,06,0.06172839506172839
4012,4681,Aurore - CAIR (Centre d'Accueil et d'Intégration des Réfugiés),1.0,75,0.06172839506172839
14,29,CSAPA Service Addictologie,1.0,33,0.06172839506172839
690,919,La Tente des Glaneurs Strasbourg,1.0,67,0.06172839506172839
3246,3876,Accueil de jour - Le Sentier,1.0,77,0.06172839506172839
3288,3920,CIDFF (Centre d'information sur les droits des femmes et des familles) (06),1.0,06,0.06172839506172839
747,982,Amnesty International,1.0,75,0.06172839506172839
752,988,Apaso,1.0,75,0.06172839506172839
748,983,ANPAA | CSAPA Nation,1.0,75,0.06172839506172839
688,917,Desclicks,1.0,67,0.06172839506172839
687,916,La Maraude Du Partage,1.0,67,0.06172839506172839
686,915,SNCF,1.0,67,0.06172839506172839
6,7,Le musée des Beaux-Arts,1.0,33,0.06172839506172839
3286,3918,Samu Social de Cannes (06),1.0,06,0.06172839506172839
3716,4375,Association Soleil d'Enfants,1.0,77,0.06172839506172839
755,991,ARDHIS,1.0,75,0.06172839506172839
750,986,Antigel,1.0,75,0.06172839506172839
697,926,Association Centre Bernanos,1.0,67,0.06172839506172839
698,927,Les Compagnons De l'Espoir,1.0,67,0.06172839506172839
3725,4385,Espace Régional Internet Citoyen (ERIC) Le Plan de Grasse (06),1.0,06,0.06172839506172839
756,992,Armée du Salut | ESI,1.0,75,0.06172839506172839
3252,3882,Mission locale des Boucles de la Marne,1.0,77,0.06172839506172839
32,51,CALK Comité d'Animation Lafontaine Kléber,1.0,33,0.06172839506172839
844,1093,CASP | ESI La maison dans la rue,1.0,75,0.06172839506172839
842,1090,CASP (centre d'action sociale protestant) | Service Accueil et Domiciliation,1.0,75,0.06172839506172839
757,993,Armée du Salut | Petit déj' de l'Armée du Salut - rue Bréchet,1.0,75,0.06172839506172839
3772,4434,Recyclerie Phénix,1.0,33,0.06172839506172839
3773,4435,G2R Formation - Yvelines,1.0,78,0.06172839506172839
696,925,Bibliothèque nationale et universitaire,1.0,67,0.06172839506172839
3253,3883,Mission Locale du Bassin Chellois,1.0,77,0.06172839506172839
742,977,AIDES,1.0,75,0.06172839506172839
12,27,mairie de Lormont,1.0,33,0.06172839506172839
3254,3886,Mission locale Bassin d'emploi de Meaux,1.0,77,0.06172839506172839
3301,3936,Esapce Insertion - Service RSA - Ville de Gennevilliers,1.0,92,0.06172839506172839
695,924,Piscine de la Kibitzenau,1.0,67,0.06172839506172839
694,923,CSAPA - Hôpital Civil,1.0,67,0.06172839506172839
3712,4371,Ville de Paris | Direction des familles et de la petite enfance,1.0,75,0.06172839506172839
843,1091,CASP (centre d'action sociale protestant) | Service réfugiés,1.0,75,0.06172839506172839
3774,4436,Un parrain 1 emploi,1.0,44,0.06172839506172839
699,928,CSC Fossé des Treize,1.0,67,0.06172839506172839
3724,4384,PLIE pays de Grasse (06),1.0,06,0.06172839506172839
3858,4527,Institut de formation et de développement IFDEV Mantes,0.0,78,0.0
2610,3164,Centre Georges Devereux,0.0,75,0.0
3603,4259,Ville de Saint Ouen l'Aumône - CCAS,0.0,95,0.0
2301,2739,Mairie de Villejuif,0.0,94,0.0
3604,4260,SSVP,0.0,78,0.0
3602,4258,Ville de Sarcelles,0.0,95,0.0
2315,2753,Mission Locale des Portes de la Brie,0.0,94,0.0
2299,2737,Mairie de Valenton,0.0,94,0.0
2571,3070,La Pierre Blanche,0.0,78,0.0
2609,3163,ASILE | Association création service paris,0.0,75,0.0
2296,2734,Mairie de Santeny,0.0,94,0.0
2570,3067,St Mark's Church,0.0,78,0.0
2298,2736,Mairie de Thiais,0.0,94,0.0
3860,4529,Centre Hospitalier François Quesnay,0.0,78,0.0
3828,4497,Association Colombbus,0.0,75,0.0
2318,2756,CMPP d'Ivry-sur-Seine,0.0,94,0.0
3827,4496,Ville de Saint Herblain,0.0,44,0.0
2608,3162,AFEV,0.0,75,0.0
3601,4257,Centre communal d'action sociale (CCAS) de Cergy,0.0,95,0.0
2581,3097,Association Equalis,0.0,78,0.0
3834,4503,Groupe SOS Hérault,0.0,34,0.0
2572,3071,Coup de pouce solidaire,0.0,78,0.0
2586,3105,Narcotiques Anonymes,0.0,75,0.0
2576,3076,Mission Locale Intercommunale des Mureaux,0.0,78,0.0
2305,2743,Mairie de Vincennes,0.0,94,0.0
2577,3083,"Insertion, Solidarité, Autonomie (ISA)",0.0,78,0.0
2578,3086,RESF,0.0,78,0.0
3615,4271,ESAIE 35,0.0,13,0.0
2306,2744,Service Social Municipal - Bonneuil-sur-Marne,0.0,94,0.0
3616,4272,Le Foyer Social,0.0,13,0.0
2592,3136,Département du Val-de-Marne - Archives départementales,0.0,94,0.0
2612,3166,Habits 16 - Paroisse Saint-Honoré d’Eylau,0.0,75,0.0
2579,3087,Coallia,0.0,78,0.0
2584,3101,OPPELIA,0.0,78,0.0
2580,3089,Mairie de Limay,0.0,78,0.0
2583,3099,Association ACR,0.0,78,0.0
2582,3098,ACSC,0.0,78,0.0
3836,4505,Croix Rouge Unité locale de Montpellier,0.0,34,0.0
3618,4274,Espace Marc Lavin,0.0,92,0.0
2302,2740,Mairie de Villeneuve-le-Roi,0.0,94,0.0
3832,4501,Point d'Accès au Droit Grigny,0.0,91,0.0
2303,2741,Mairie de Villeneuve-Saint-Georges,0.0,94,0.0
2598,3142,Croix Rouge - Délégation de la Seine-Saint-Denis,0.0,93,0.0
3607,4263,Entre 2 Cannes,0.0,06,0.0
2597,3141,EDS Créteil,0.0,94,0.0
2573,3072,Bouche et Coeur,0.0,78,0.0
3608,4264,Essonne MobilitéS,0.0,91,0.0
2596,3140,Accueil Social du Secours Catholique - délégation 34,0.0,34,0.0
2594,3138,Royaume des Fontaines Test,0.0,00,0.0
2574,3073,Nouvel Espoir - siège,0.0,78,0.0
2313,2751,ADIL,0.0,94,0.0
2575,3074,Arbre à pain,0.0,78,0.0
3611,4267,Association Solidarité OUMMA,0.0,77,0.0
2312,2750,CPAM,0.0,94,0.0
3612,4268,CCAS de Moret-Loing-et-Orvanne,0.0,77,0.0
2295,2733,Mairie de Saint-Maurice,0.0,94,0.0
2641,3200,Ville de Suresnes - SIJ,0.0,92,0.0
2613,3167,Le Relais ,0.0,75,0.0
2675,3238,Secours populaire des Yvelines - Antenne de Conflans Ste Honorine,0.0,78,0.0
3926,4595,Maison des droits - Villeparisis,0.0,77,0.0
2683,3246,Secours populaire des Yvelines - Antenne de Viroflay,0.0,78,0.0
2278,2715,Mairie de Joinville-le-Pont,0.0,94,0.0
3925,4594,Espoir CFDJ,0.0,94,0.0
2682,3245,Secours populaire des Yvelines - Comité de Carrières sous Poissy,0.0,78,0.0
2681,3244,Secours populaire des Yvelines -comité de Saint cyr l'ecole ,0.0,78,0.0
2680,3243,Secours populaire des Yvelines - Antenne Les Mureaux (Chopin),0.0,78,0.0
2679,3242,Secours populaire des Yvelines - Antenne les Mureaux (CADA Mermoz),0.0,78,0.0
2678,3241,Secours populaire des Yvelines - Antenne d'Elancourt ,0.0,78,0.0
2677,3240,Secours populaire des Yvelines - Antenne de La Verrière,0.0,78,0.0
3579,4232,Fring'Aide,0.0,15,0.0
2674,3237,Secours populaire des Yvelines - Antenne de Chatou-Croissy-Le Vésinet,0.0,78,0.0
2294,2732,Mairie de Saint-Maur-des-Fossés,0.0,94,0.0
3924,4593,Mission locale de l'arrondissement d'Aurillac,0.0,15,0.0
2281,2718,Mairie du Perreux-sur-Marne,0.0,94,0.0
2672,3234,Secours populaire des Yvelines - Antenne de Guyancourt ,0.0,78,0.0
2282,2719,Mairie du Plessis-Trévise,0.0,94,0.0
2671,3233,Secours populaire des Yvelines - Antenne de Magny-les-Hameaux,0.0,78,0.0
2283,2720,Mairie de l'Haÿ-les-Roses,0.0,94,0.0
3923,4592,CCAS (Centre Communal d'Action Sociale) Le Cannet (06),0.0,06,0.0
2670,3232,Secours populaire des Yvelines - Antenne de Montesson,0.0,78,0.0
2284,2722,Mairie de Maisons-Alfort,0.0,94,0.0
2669,3231,Secours populaire des Yvelines - Antenne de Versailles,0.0,78,0.0
2668,3230,Secours populaire des Yvelines - Comité de Limay,0.0,78,0.0
3577,4230,Association Culturelle Turque de Nantes (ACTN),0.0,44,0.0
3576,4229,Bureau d'information jeunesse - Trinité,0.0,06,0.0
2688,3251,Maison départementale des personnes handicapées (MDPH) des Hauts-de-Seine,0.0,92,0.0
2276,2713,Mairie de Gentilly,0.0,94,0.0
2268,2705,Mairie de Bry-sur-Marne,0.0,94,0.0
3569,4219,PIMMS Médiation Essonne,0.0,91,0.0
2700,3263,Ville de Gennevilliers - Maison de la justice et du droit,0.0,92,0.0
4065,4734,AIDES Hérault,0.0,34,0.0
4064,4733,Association La Gerbe,0.0,78,0.0
2269,2706,Mairie de Cachan,0.0,94,0.0
3571,4221,Centre Socio-Culturel d'Endoume,0.0,13,0.0
3572,4222,CCAS de Grasse (06),0.0,06,0.0
4062,4731,Mission locale jeunes Cœur d'Hérault,0.0,34,0.0
2696,3259,Ville de Clamart - Maison de la Jeunesse ,0.0,92,0.0
2695,3258,Unité locale de Nogent sur Marne - Le Perreux / Croix-Rouge Française,0.0,94,0.0
3573,4225,Groupe LNA Santé,0.0,78,0.0
2693,3256,Unité locale de Fresnes - Rungis / Croix-Rouge Française,0.0,94,0.0
4017,4686,CHU Palma Equalis,0.0,75,0.0
4016,4685,Groupe SOS - Centre d'hébergement d'urgence,0.0,75,0.0
2271,2708,Mairie de Charenton-le-Pont,0.0,94,0.0
2272,2709,Mairie de Chennevières-sur-Marne,0.0,94,0.0
2691,3254,Unité locale de Créteil - Alfortville - Bonneuil / Croix-Rouge Française,0.0,94,0.0
2273,2710,Mairie de Chevilly-Larue,0.0,94,0.0
2690,3253,Ville de Chaville - Point Info Droit,0.0,92,0.0
2689,3252,ADIL 92,0.0,92,0.0
2274,2711,Mairie de Choisy-le-Roi,0.0,94,0.0
2275,2712,Mairie de Fontenay-sous-Bois,0.0,94,0.0
2667,3229,Secours populaire des Yvelines - comité de Poissy,0.0,78,0.0
2666,3228,Secours populaire des Yvelines - Comité d'Achères,0.0,78,0.0
3582,4235,Samu Social - Service de la Solidarité et de lutte contre l'exclusion Ville de Marseille,0.0,13,0.0
2638,3196,La Table de Cana Gennevilliers ,0.0,92,0.0
2635,3192,Atelier Extramuros ,0.0,92,0.0
2634,3190,Association intermédiaire d'insertion | Coup d'main,0.0,75,0.0
2633,3189,Cyberespace - Suresnes animation,0.0,92,0.0
3594,4248,CHU Famille - Groupe SOS,0.0,13,0.0
2632,3188,Ville de Le Plessis-Robinson,0.0,92,0.0
2292,2730,Mairie de Rungis,0.0,94,0.0
2631,3187,Bureau d'Information Jeunesse Courbevoie,0.0,92,0.0
2630,3186,Ville de Colombes - BIJ,0.0,92,0.0
2629,3185,Clichy Information Jeunesse,0.0,92,0.0
2627,3183,Ville de Bois-Colombes - BIJ,0.0,92,0.0
2626,3182,Ville de Bagneux - BIJ,0.0,92,0.0
2625,3181,Ville d'Asnières-sur-Seine - PIJ,0.0,92,0.0
2624,3180,Ville d'Antony - BIJ,0.0,92,0.0
2623,3179,Villeneuve-la-Garenne - Espace Emploi Malraux,0.0,92,0.0
2622,3178,CIO de Nanterre,0.0,92,0.0
2621,3177,Centre hospitalier Théophile Roussel,0.0,92,0.0
2620,3176,Ville  de Boulogne-Billancourt - BIJ,0.0,92,0.0
2293,2731,Mairie de Saint-Mandé,0.0,94,0.0
3596,4251,Association L'Étape - CHRS/LHSS,0.0,13,0.0
2617,3173,Ville de Puteaux - PIJ,0.0,92,0.0
3597,4252,Association LINA - Aide Assistance et Solidarité,0.0,13,0.0
2615,3171,Acimif,0.0,75,0.0
3598,4253,Résidence William Booth - Fondation de l'Armée du Salut,0.0,13,0.0
2637,3194,Le PoleS,0.0,92,0.0
2639,3198,Tricycle Environnement,0.0,92,0.0
2285,2723,Mairie de Mandres-les-Roses,0.0,94,0.0
2567,3057,Agglomération SQY,0.0,78,0.0
2663,3225,Secours populaire des Yvelines - Comité de Mantes la Ville,0.0,78,0.0
3905,4574,Mairie de Meaux,0.0,77,0.0
2287,2725,Mairie de Nogent-sur-Marne,0.0,94,0.0
3585,4238,Maison de la Paix - Missionnaires de la Charité ,0.0,13,0.0
2288,2726,Mairie de Noiseau,0.0,94,0.0
3861,4530,La Cimade Hérault,0.0,34,0.0
3586,4239,Association AHSA - Association Humanitaire de Secours aux Affligés,0.0,13,0.0
3587,4240,Urgences et Solidarités,0.0,13,0.0
2658,3220,Mariecharity,0.0,95,0.0
2656,3218,Ville de Meudon - PIJ,0.0,92,0.0
2289,2727,Mairie d'Orly,0.0,94,0.0
2654,3216,AODE,0.0,75,0.0
2653,3215,ASILE | Réagir,0.0,75,0.0
3588,4241,ASUD Mars Say Yeah ,0.0,13,0.0
3589,4242,Association culturelle Brisant des chaînes,0.0,13,0.0
2290,2728,Mairie d'Ormesson-sur-Marne,0.0,94,0.0
3590,4244,AEC Centre Social Les Escourtines,0.0,13,0.0
3591,4245,Association Aide aux Familles Corot,0.0,13,0.0
2646,3206,Ville de Courbevoie - Espace Santé Jeunes,0.0,92,0.0
2645,3204,Ville de Boulogne-Billancourt - Espace Santé Jeunes,0.0,92,0.0
3592,4246,Association Partage infini du coeur,0.0,13,0.0
2643,3202,Ville de Neuilly-sur-Seine - Espace Santé Jeunes,0.0,92,0.0
2642,3201,ORGA DE TEST,0.0,00,0.0
2568,3060,Ville de Poissy,0.0,78,0.0
2406,2850,Ville de Saint-Maurice,0.0,94,0.0
2319,2757,Ai Xin,0.0,94,0.0
2466,2914,Médiathèque de l'Abbaye-Nelson Mandela - Créteil,0.0,94,0.0
2474,2922,CMS Fanny Dewerpe - Ivry-sur-Seine,0.0,94,0.0
2473,2921,EMMAD Ivry-sur-Seine,0.0,94,0.0
2382,2824,Ville de Villeneuve-le-Roi,0.0,94,0.0
2472,2920,CMPP Villejuif ,0.0,94,0.0
2471,2919,Médiathèque Elsa Triolet - Villejuif,0.0,94,0.0
3674,4331,Association AFPI Yvelines,0.0,78,0.0
2383,2825,Association Prévention Soins et Insertion et Hôpitaux de Saint-Maurice.,0.0,94,0.0
2470,2918,M2IE Villejuif,0.0,94,0.0
2469,2917,Maison Pour Tous Jules Valles - Villejuif ,0.0,94,0.0
2468,2916,Maison pour tous Jean Ferrat - Créteil,0.0,94,0.0
2467,2915,CSC Madeleine Rebérioux - Créteil,0.0,94,0.0
3731,4392,Insert'Net,0.0,33,0.0
2384,2826,Hôpitaux de Saint-Maurice en partenariat avec l’UDSM (Union pour la Défense de la Santé Mentale),0.0,94,0.0
2475,2923,EPI Ivry-sur-Seine,0.0,94,0.0
3730,4391,Société Saint Vincent de Paul (06),0.0,06,0.0
2464,2912,SMJ de Vitry-sur-Seine copy,0.0,94,0.0
3728,4388,Solidarité femmes immigrés Kaira,0.0,63,0.0
2461,2909,PAD d'Orly,0.0,94,0.0
2460,2908,Médiathèque de quartier Louis Bonin - Orly,0.0,94,0.0
2459,2907,Médiathèque Centrale - Orly,0.0,94,0.0
2458,2906,Mairie de Vitry-sur-Seine ,0.0,94,0.0
2457,2905,Accueil Emploi de de Maisons-Alfort,0.0,94,0.0
2456,2904,BIJ de Maisons-Alfort ,0.0,94,0.0
2455,2903,Ville de Vincennes - Médiathèque Coeur de Ville,0.0,94,0.0
2454,2902,Ville de Champigny sur marne - Bibliothèques,0.0,94,0.0
2452,2898,Le Relais Santé Canavérois - Ville de Chennevières-sur-Marne,0.0,94,0.0
2381,2823,Ville de Villiers-sur-Marne,0.0,94,0.0
2380,2822,Hôpitaux de Saint-Maurice - Val-de-Marne,0.0,94,0.0
2492,2941,Espace municipal Leopold Sedar Senghor - Villeneuve-Saint-Georges,0.0,94,0.0
2376,2818,Ville de Saint-Mandé,0.0,94,0.0
2491,2940,Maison pour tous du Bois l'Abbé - Champigny-sur-marne,0.0,94,0.0
3660,4317,Liberté Maux,0.0,44,0.0
2369,2811,Ville de Chevilly-Larue,0.0,94,0.0
2370,2812,Ville de Joinville-le-Pont,0.0,94,0.0
2371,2813,Ville de Limeil-Brévannes,0.0,94,0.0
2372,2814,Association GREP,0.0,94,0.0
2373,2815,Ville de Maisons-Alfort,0.0,94,0.0
